Current Price|Likes|Item|Title|Old Price|Discount|Brand|Link
360 грн|8|Скраб для губ becca hydra-light smoothing lip scrub|Скраб для губ becca hydra-light smoothing lip scrub|||Becca|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/balzamy/75885494-skrab-dlya-gub-becca-hydra-light-smoothing-lip-scrub
200 грн|8|Подкручивающая тушь benefit roller lash super-curling and lifting mascara|Подкручивающая тушь benefit roller lash super-curling and lifting mascara|||Benefit|https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/tush/83276252-podkruchivayushaya-tush-benefit-roller-lash-super-curling-and
80 грн|15|Пилинг салфетки с кислотами dr.dennis gross alpha beta peel extra strength formula|Пилинг салфетки с кислотами dr.dennis gross alpha beta peel extra strength formula|||Dr. Dennis Gross|https://shafa.ua/cosmetics/dlya-lica/maski/77683582-piling-salfetki-s-kislotami-drdennis-gross-alpha-beta-peel-extra
445 грн|14|Миниатюра jo malone london english pear & freesia, оригинал!|Миниатюра jo malone london english pear & freesia, оригинал!|470 грн|-6%|Jo Malone|https://shafa.ua/cosmetics/parfyumeriya/parfyumirovannaya-voda/76911948-miniatyura-jo-malone-london-english-pear-freesia-original
350 грн|2|Кисть для губ zoeva 330 с футляром, оригинал|Кисть для губ zoeva 330 с футляром, оригинал|||Zoeva|https://shafa.ua/cosmetics/aksessuary-dlya-krasoty/kisti/75675361-kist-dlya-gub-zoeva-330-s-futlyarom-original
500 грн|7|Сыворотка / крем для волос living proof perfect hair day 5-in-1 styling treatment, 118мл|Сыворотка / крем для волос living proof perfect hair day 5-in-1 styling treatment, 118мл|||Living Proof|https://shafa.ua/cosmetics/dlya-volos/masla/74923622-syvorotka-krem-dlya-volos-living-proof-perfect-hair-day-5-in-1
225 грн|14|Очищающая паста для волос christophe robin cleansing volumizing paste with pure rassoul clay & rose extracts|Очищающая паста для волос christophe robin cleansing volumizing paste with pure rassoul clay & rose extracts|250 грн|-10%|Christophe Robin|https://shafa.ua/cosmetics/dlya-volos/shampuni/72584326-ochishayushaya-pasta-dlya-volos-christophe-robin-cleansing
325 грн|8|Набор: норковые накладные ресницы с клеем lavaa lashes flirty lash set|Набор: норковые накладные ресницы с клеем lavaa lashes flirty lash set|350 грн|-8%||https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/nakladnye-resnicy/85547028-nabor-norkovye-nakladnye-resnicy-s-kleem-lavaa-lashes-flirty-lash
215 грн|21|Энзимный скраб для лица huda beauty / wishful yo glow enzyme scrub|Энзимный скраб для лица huda beauty / wishful yo glow enzyme scrub|||Huda Beauty|https://shafa.ua/cosmetics/dlya-lica/ochishcheniya-lica/70188482-enzimnyy-skrab-dlya-lica-huda-beauty-wishful-yo-glow-enzyme-scrub
165 грн|10|Сияющий солнцезащитный крем supergoop glow screen spf40 10 мл|Сияющий солнцезащитный крем supergoop glow screen spf40 10 мл|180 грн|-9%|Supergoop|https://shafa.ua/cosmetics/dlya-lica/krem/72854387-siyayushiy-solncezashitnyy-krem-supergoop-glow-screen-10-ml
80 грн|18|Набор пробников: giorgio armani luminous silk foundation тональный флюид с эффектом сияния|Набор пробников: giorgio armani luminous silk foundation тональный флюид с эффектом сияния|100 грн|-20%|Giorgio Armani|https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/tonalnyj-krem/79048817-nabor-probnikov-giorgio-armani-luminous-silk-foundation-tonalnyy
501 грн|18|Отшелушивающая маска для лица glamglow youthmud glow stimulating treatment 30 мл|Отшелушивающая маска для лица glamglow youthmud glow stimulating treatment 30 мл|535 грн|-7%|Glamglow|https://shafa.ua/cosmetics/dlya-lica/maski/69988158-otshelushivayushaya-maska-dlya-lica-glamglow_youthmud-glow
160 грн|33|Глубоко увлажняющий крем-бальзам для губ fresh rose petal-soft deep hydration lip balm|Глубоко увлажняющий крем-бальзам для губ fresh rose petal-soft deep hydration lip balm|||Fresh|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/balzamy/47355012-gluboko-uvlazhnyayushiy-krem-balzam-dlya-gub-fresh-rose-petal-soft
85 грн|11|Праймер make up for ever step 1 primer hydra booster|Праймер make up for ever step 1 primer hydra booster||||https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/baza-pod-makiyazh/83285479-praymer-make-up-for-ever-step-1-primer-hydra-booster
85 грн|29|Нишевый парфюм пробник maison martin margiela autumn vibes|Нишевый парфюм пробник maison martin margiela autumn vibes|||Maison Martin Margiela|https://shafa.ua/cosmetics/parfyumeriya/probniki/78551884-nishevyy-parfyum-probnik-maison-martin-margiela-autumn-vibes
130 грн|7|Стойкая матовая помада для губ sephora cream lip stain 14 blackberry sorbet 5 мл!|Стойкая матовая помада для губ sephora cream lip stain 14 blackberry sorbet 5 мл!|165 грн|-22%|Sephora|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/pomada/54863502-stoykaya-matovaya-pomada-dlya-gub-sephora-cream-lip-stain-14
450 грн|8|Палетка для макияжа лица thebalm alternative rock vol.1|Палетка для макияжа лица thebalm alternative rock vol.1|495 грн|-10%||https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/paletki/76859439-paletka-dlya-makiyazha-lica-thebalm-alternative-rock-vol1
85 грн|17|Набор шампунь и кондиционер moroccanoil moisture repair|Набор шампунь и кондиционер moroccanoil moisture repair|||Moroccanoil|https://shafa.ua/cosmetics/dlya-volos/shampuni/78071337-nabor-shampun-i-kondicioner-moroccanoil-moisture-repair
215 грн|12|Сыворотка для проблемной кожи с ретинолом shani darden skin care retinol reform|Сыворотка для проблемной кожи с ретинолом shani darden skin care retinol reform|220 грн|-3%||https://shafa.ua/cosmetics/dlya-lica/sivorotki/70939449-syvorotka-dlya-problemnoy-kozhi-s-retinolom-shani-darden-skin-care
80 грн|5|Косметичка ipsy из сша|Косметичка ipsy из сша||||https://shafa.ua/cosmetics/aksessuary-dlya-krasoty/kosmetichki/84102743-kosmetichka-ipsy-iz-ssha
30 грн|8|Пробник тонального крема huda beauty fauxfilter foundation|Пробник тонального крема huda beauty fauxfilter foundation|||Huda Beauty|https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/tonalnyj-krem/77675201-probnik-tonalnogo-krema-huda-beauty-fauxfilter-foundation
180 грн|35|Увлажняющий гель для кожи вокруг глаз clinique moisture surge eye 96-hour hydro-filler|Увлажняющий гель для кожи вокруг глаз clinique moisture surge eye 96-hour hydro-filler|||Clinique|https://shafa.ua/cosmetics/dlya-lica/krem/59555608-uvlazhnyayushiy-gel-dlya-kozhi-vokrug-glaz-clinique-moisture-surge
365 грн|37|Сияющие жидкие тени natasha denona chroma crystal liquid eyeshadow mini set - disco & space, оригинал!|Сияющие жидкие тени natasha denona chroma crystal liquid eyeshadow mini set - disco & space, оригинал!|400 грн|-9%|Natasha Denona|https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/teni/71829911-siyayushie-zhidkie-teni-natasha-denona-chroma-crystal-liquid
70 грн|16|Косметичка ipsy двусторонняя, сша|Косметичка ipsy двусторонняя, сша|80 грн|-13%||https://shafa.ua/cosmetics/aksessuary-dlya-krasoty/kosmetichki/44543182-kosmetichka-ipsy-dvustoronnyaya-ssha
125 грн|20|Золотая косметичка sephora, сша|Золотая косметичка sephora, сша|139 грн|-11%|Sephora|https://shafa.ua/cosmetics/aksessuary-dlya-krasoty/kosmetichki/54441223-zolotaya-kosmetichka-sephora-ssha
90 грн|8|Золотые тени /однушка / рефил colourpop из линейки pressed powder shadow|Золотые тени /однушка / рефил  colourpop из линейки pressed powder shadow|100 грн|-10%||https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/teni/69819703-zolotye-teni-odnushka-refil-colourpop-iz-linyayki-pressed-powder
180 грн|7|Маска для восстановления волос с яблочным уксусом dphue acv apple cider vinegar hair masque|Маска для восстановления волос с яблочным уксусом dphue acv apple cider vinegar hair masque||||https://shafa.ua/cosmetics/dlya-volos/maski/70969018-maska-dlya-vosstanovleniya-volos-s-yablochnym-uksusom-dphue-acv
140 грн|23|Увлажняющий праймер с витаминами для сияния кожи smashbox photo finish vitamin glow primer|Увлажняющий праймер с витаминами для сияния кожи smashbox photo finish vitamin glow primer||||https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/baza-pod-makiyazh/44947401-uvlazhnyayushiy-praymer-s-vitaminami-dlya-siyaniya-kozhi-smashbox
99 грн|23|Стойкая матовая помада для губ sephora cream lip stain|Стойкая матовая помада для губ sephora cream lip stain|115 грн|-14%|Sephora|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/pomada/47775323-stoykaya-matovaya-pomada-dlya-gub-sephora-cream-lip-stain
275 грн|30|Масло для лица с витамином с sunday riley c.e.o glow vitamin c + turmeric face oil|Масло для лица с витамином с sunday riley c.e.o glow vitamin c + turmeric face oil|300 грн|-9%|Sunday Riley|https://shafa.ua/cosmetics/dlya-lica/maslo/49674077-maslo-dlya-lica-s-vitaminom-s-sunday-riley-ceo-glow-vitamin-c
275 грн|21|Супер-стойкая матовая помада too faced melted matte liquified matte long wear lipstick|Супер-стойкая матовая помада too faced melted matte liquified matte long wear lipstick|295 грн|-7%|Too Faced|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/pomada/49676988-super-stoykaya-matovaya-pomada-too-faced-melted-matte-liquified
100 грн|17|Интенсивная увлажняющая, убирающая пушистость маска для волос living proof no frizz intense moisture mask|Интенсивная увлажняющая, убирающая пушистость маска для волос living proof no frizz intense moisture mask|110 грн|-10%|Living Proof|https://shafa.ua/cosmetics/dlya-volos/maski/68407710-intensivnaya-uvlazhnyayushaya-ubirayushaya-pushistost-maska-dlya
135 грн|24|Праймер / затирка для пор beautyblender the leveler™ pore minimizing primer|Праймер / затирка для пор beautyblender the leveler™ pore minimizing primer|150 грн|-10%|Beauty Blender|https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/baza-pod-makiyazh/47068021-praymer-zatirka-dlya-por-beautyblender-the-leveler_-pore-minimizing
95 грн|18|Пробники консилер giorgio armani power fabric concealer|Пробники консилер giorgio armani power fabric concealer|100 грн|-5%|Giorgio Armani|https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/konsilery/65117166-probniki-konsiler-giorgio-armani-power-fabric-concealer
250 грн|18|Антивозрастная сыворотка с витамином с sunday riley c.e.o. rapid flash brightening|Антивозрастная сыворотка с витамином с sunday riley c.e.o. rapid flash brightening|270 грн|-8%|Sunday Riley|https://shafa.ua/cosmetics/dlya-lica/sivorotki/53543150-antivozrastnaya-syvorotka-s-vitaminom-s-sunday-riley-ceo-rapid-flash
120 грн|6|Стайлер для волос bumble and bumble - bb. glow bond-building styler|Стайлер для волос bumble and bumble - bb. glow bond-building styler||||https://shafa.ua/cosmetics/dlya-volos/stajling/gel-dlya-fiksacii/65962204-stayler-dlya-volos-bumble-and-bumble-bb-glow-bond-building-styler
290 грн|10|Мультистик для глаз, губ и щек live tinted huestick live tinted huestick|Мультистик для глаз, губ и щек live tinted huestick live tinted huestick|300 грн|-4%||https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/teni/62453652-multistik-dlya-glaz-gub-i-shek-live-tinted-huestick-live-tinted
250 грн|14|Магнитная тушь benefit they're real! magnet mascara|Магнитная тушь benefit they're real! magnet mascara|||Benefit Cosmetics|https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/tush/64342024-magnitnaya-tush-benefit-theyre-real-magnet-mascara
275 грн|17|Карандаш помада /тени для глаз и губ fenty beauty frost metallic eye and lip crayon|Карандаш помада /тени для глаз и губ fenty beauty frost metallic eye and lip crayon|290 грн|-6%|Fenty Beauty by Rihanna|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/pomada/51726967-karandash-pomada-teni-dlya-glaz-i-gub-fenty-beauty-frost-metallic
380 грн|22|Универсальная банановая пудра ofra pressed banana powder, 10г, оригинал|Универсальная банановая пудра ofra pressed banana powder, 10г, оригинал|400 грн|-5%||https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/pudra/60632780-universalnaya-bananovaya-pudra-ofra-pressed-banana-powder-10g
270 грн|11|Сухой шампунь для волос living proof perfect hair day dry shampoo, сша|Сухой шампунь для волос living proof perfect hair day dry shampoo, сша|||Living Proof|https://shafa.ua/cosmetics/dlya-volos/sprei/56434245-suhoy-shampun-dlya-volos-living-proof-perfect-hair-day-dry-shampoo
320 грн|25|Люкс! нюдовый блеск для губ pat mcgrath labs mini lust lip gloss|Люкс! нюдовый блеск для губ pat mcgrath labs mini lust lip gloss|||Pat McGrath Labs|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/blesk/65962978-lyuks-nyudovyy-blesk-dlya-gub-pat-mcgrath-labs-mini-lust-lip-gloss
325 грн|20|Супер сияющие тени / спаркл dose of colors block party eyeshadow, сша|Супер сияющие тени / спаркл dose of colors block party eyeshadow, сша|350 грн|-8%||https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/teni/59928247-super-siyayushie-teni-sparkl-dose-of-colors-block-party-eyeshadow
90 грн|13|Люкс! легендарный крем для лица charlotte tilbury magic cream moisturizer|Люкс! легендарный крем для лица charlotte tilbury magic cream moisturizer|||Charlotte Tilbury|https://shafa.ua/cosmetics/dlya-lica/krem/65964861-lyuks-legendarnyy-krem-dlya-lica-charlotte-tilbury-magic-cream
140 грн|22|Палетка ухаживающих помад для губ dior rouge ultra care liquid с кистью|Палетка ухаживающих помад для губ dior rouge ultra care liquid с кистью|150 грн|-7%|Christian Dior|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/pomada/50657478-paletka-uhazhivayushih-pomad-dlya-gub-dior-rouge-ultra-care-liquid-s
275 грн|6|Палетка румян для лица zoeva opulence blush palette|Палетка румян для лица zoeva opulence blush palette|295 грн|-7%||https://shafa.ua/cosmetics/dekorativnaya/dlya-lica/rumyana/64338406-paletka-rumyan-dlya-lica-zoeva-opulence-blush-palette
300 грн|36|Супер-ухаживающая бархатная матовая помада для губ clarins velvet lip perfector|Супер-ухаживающая бархатная матовая помада для губ clarins velvet lip perfector|330 грн|-10%|Clarins|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/pomada/68349060-super-uhazhivayushaya-barhainaya-matovaya-pomada-dlya-gub-clarins
260 грн|11|Кремовые тени revlon colorstay creme eye shadow|Кремовые тени revlon colorstay creme eye shadow|285 грн|-9%|Revlon Professional|https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/teni/64338091-kremovye-teni-revlon-colorstay-creme-eye-shadow
90 грн|15|Профессиональная 3-х ступенчатая система восстановления волос verb reset, сша|Профессиональная 3-х ступенчатая система восстановления волос verb reset, сша|100 грн|-10%||https://shafa.ua/cosmetics/dlya-volos/masla/54865912-professionalnaya-3-h-stupenchataya-sistema-vosstanovleniya-volos
250 грн|12|Мини карандаш для губ pat mcgrath permagel ultra lip pencil, оригинал!|Мини карандаш для губ pat mcgrath permagel ultra lip pencil, оригинал!|275 грн|-10%|Pat McGrath Labs|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/karandashi/64948825-mini-karandash-dlya-gub-pat-mcgrath-permagel-ultra-lip-pencil
215 грн|23|Антивозрастная сыворотка charlotte tilbury charlotte's magic serum crystal elixir 3.6мл|Антивозрастная сыворотка charlotte tilbury charlotte's magic serum crystal elixir 3.6мл|||Charlotte Tilbury|https://shafa.ua/cosmetics/dlya-lica/sivorotki/61543798-antivozrastnaya-syvorotka-charlotte-tilbury-charlottes-magic-serum
275 грн|17|Мини карандаш для губ pat mcgrath permagel ultra lip pencil suburbia|Мини карандаш для губ pat mcgrath permagel ultra lip pencil suburbia|||Pat McGrath Labs|https://shafa.ua/cosmetics/dekorativnaya/dlya-gub/karandashi/63761825-mini-karandash-dlya-gub-pat-mcgrath-permagel-ultra-lip-pencil
180 грн|9|Увлажняющий гель для кожи вокруг глаз clinique moisture surge eye 96-hour hydro-filler|Увлажняющий гель для кожи вокруг глаз clinique moisture surge eye 96-hour hydro-filler|||Clinique|https://shafa.ua/cosmetics/dlya-lica/krem/64953387-uvlazhnyayushiy-gel-dlya-kozhi-vokrug-glaz-clinique-moisture-surge
145 грн|18|Тушь для ресниц tarte sea surfer curl volumizing mascara|Тушь для ресниц tarte sea surfer curl volumizing mascara|160 грн|-10%|Tarte|https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/tush/58882704-tush-dlya-resnic-tarte-cosmetics-sea-surfer-curl-volumizing-mascara
275 грн|6|Парфюм спрей для дома bath&body works tis the season room spray|Парфюм спрей для дома bath&body works tis the season room spray|||Bath And Body Works|https://shafa.ua/cosmetics/parfyumeriya/sprei/62520570-parfyum-dlya-doma-bathbody-works-tis-the-season-room-spray
170 грн|14|Ночной антивозрастной крем для лица fresh lotus youth preserve dream night cream|Ночной антивозрастной крем для лица fresh lotus youth preserve dream night cream|180 грн|-6%|Fresh|https://shafa.ua/cosmetics/dlya-lica/krem/58846636-nochnoy-antivozrastnoy-krem-dlya-lica-fresh-lotus-youth-preserve
315 грн|8|Антивозрастная сыворотка для лица ren 10 мл|Антивозрастная сыворотка для лица ren 10 мл|350 грн|-10%||https://shafa.ua/cosmetics/dlya-lica/sivorotki/50750206-antieydzh-syvorotka-dlya-lica-ren-keep-young-and-beautiful-instant
90 грн|10|Сияющие золотые муссовые тени inmo velveteen dream shadow, сша|Сияющие золотые муссовые тени inmo velveteen dream shadow, сша|100 грн|-10%||https://shafa.ua/cosmetics/dekorativnaya/dlya-glaz/teni/51725155-siyayushie-zolotye-barhatnye-teni-inmo-velveteen-dream-shadow-ssha
235 грн|17|Миниатюра в спрее аромата clinique happy для женщин|Миниатюра в спрее аромата clinique happy для женщин|||Clinique|https://shafa.ua/cosmetics/parfyumeriya/parfyumirovannaya-voda/59551371-miniatyura-v-spree-aromata-clinique-happy-dlya-zhenshin
175 грн|16|Makeup eraser - многоразовая салфетка для снятия макияжа|Makeup eraser - многоразовая салфетка для снятия макияжа||||https://shafa.ua/cosmetics/dekorativnaya/dlya-snyatiya-makiyazha/58843284-makeup-eraser-mnogorazovaya-salfetka-dlya-snyatiya-makiyazha
